Entry Number,Broker Reference,Customer Name,Customer Code,Entry Filed Date,Release Date,Summary Date,Port of Entry,Port of Lading,Mode of Transport,Carrier,Bill of Lading,Container Number,Country of Origin Code,Country of Origin,MID,Invoice Tariff Line,Invoice Tariff - HTS Code,Invoice Tariff - Description,Invoice Line - Units,Invoice Line - UOM,Invoice Tariff - Entered Value,Invoice Tariff - Duty Rate (%),Invoice Tariff - Duty,Section 301 Code,Section 301 Duty,IEEPA Code,IEEPA Duty,MPF,HMF,"Total Duty, Taxes, Fees & Penalties",On Hold,Hold Reason,Pay Type,Entry Type
59561803379,BQNK65856382881,Meridian Home Furnishings,MHF,2024-12-02,2024-12-03,2024-12-12,2704 (Los Angeles),INMAA (Chennai),Ocean,COSCO,MSKU9459346,ANMU2644153,IN,India,INLGO11628,2,6304.93.0000,"Furnishing articles, of synthetic fibers",2507,KGM,24689.52,9.3,2296.13,,0.0,,0.0,85.52,30.86,2412.51,No,,Statement,06 - FTZ
59561803379,BQNK65856382881,Meridian Home Furnishings,MHF,2024-12-02,2024-12-03,2024-12-12,2704 (Los Angeles),INMAA (Chennai),Ocean,COSCO,MSKU9459346,ANMU2644153,IN,India,INLGO11628,3,6304.93.0000,"Furnishing articles, of synthetic fibers",1145,KGM,131192.76,9.3,12200.93,,0.0,,0.0,454.45,163.99,12819.37,No,,Daily,06 - FTZ
59561803379,BQNK65856382881,Meridian Home Furnishings,MHF,2024-12-02,2024-12-03,2024-12-12,2704 (Los Angeles),INMAA (Chennai),Ocean,COSCO,MSKU9459346,ANMU2644153,IN,India,INLGO11628,4,9404.90.2000,Pillows and cushions,21,NMB,129127.21,6.0,7747.63,,0.0,,0.0,447.3,161.41,8356.34,No,,Daily,01 - Consumption
59561803385,BQLP78954891075,Pacific Coast Apparel,PCA,2024-12-08,2024-12-09,2024-12-21,5301 (Houston),VNSGN (Ho Chi Minh),Ocean,MAERSK LINE,MSKU7424918,JQJE2124172,VN,Vietnam,VNOUD53899,1,6110.20.2079,"Cotton pullovers, knitted",3929,DOZ,110738.32,16.5,18271.82,,0.0,,0.0,383.6,138.42,18793.84,No,,Statement,01 - Consumption
59561803385,BQLP78954891075,Pacific Coast Apparel,PCA,2024-12-08,2024-12-09,2024-12-21,5301 (Houston),VNSGN (Ho Chi Minh),Ocean,MAERSK LINE,MSKU7424918,JQJE2124172,VN,Vietnam,VNOUD53899,2,6204.62.4011,"Women's trousers, cotton",2899,DOZ,134740.99,16.6,22367.0,,0.0,,0.0,466.74,168.43,23002.17,No,,Daily,01 - Consumption
59561803385,BQLP78954891075,Pacific Coast Apparel,PCA,2024-12-08,2024-12-09,2024-12-21,5301 (Houston),VNSGN (Ho Chi Minh),Ocean,MAERSK LINE,MSKU7424918,JQJE2124172,VN,Vietnam,VNOUD53899,3,6110.20.2079,"Cotton pullovers, knitted",529,DOZ,56235.66,16.5,9278.88,,0.0,,0.0,194.8,70.29,9543.97,No,,Statement,06 - FTZ
59561803425,BQLP36051672159,Summit Athletic Gear,SAG,2025-02-12,2025-02-14,2025-02-24,1701 (Charleston),VNSGN (Ho Chi Minh),Ocean,MAERSK LINE,MSKU7554564,XHYC5629550,VN,Vietnam,VNCDD36772,1,6505.00.8015,Knitted caps/hats,195,DOZ,44328.83,20.7,9176.07,,0.0,9903.02.46,20391.26,153.56,55.41,29776.3,No,,Statement,06 - FTZ
59561803425,BQLP36051672159,Summit Athletic Gear,SAG,2025-02-12,2025-02-14,2025-02-24,1701 (Charleston),VNSGN (Ho Chi Minh),Ocean,MAERSK LINE,MSKU7554564,XHYC5629550,VN,Vietnam,VNCDD36772,2,4202.92.3031,"Sports bags, outer surface textile",3451,NMB,66857.08,17.6,11766.85,,0.0,9903.02.46,30754.26,231.59,83.57,42836.27,No,,Daily,01 - Consumption
59561803425,BQLP36051672159,Summit Athletic Gear,SAG,2025-02-12,2025-02-14,2025-02-24,1701 (Charleston),VNSGN (Ho Chi Minh),Ocean,MAERSK LINE,MSKU7554564,XHYC5629550,VN,Vietnam,VNCDD36772,3,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",190,PRS,130833.16,20.0,26166.63,,0.0,9903.02.46,60183.25,453.21,163.54,86966.63,No,,Daily,06 - FTZ
59561803425,BQLP36051672159,Summit Athletic Gear,SAG,2025-02-12,2025-02-14,2025-02-24,1701 (Charleston),VNSGN (Ho Chi Minh),Ocean,MAERSK LINE,MSKU7554564,XHYC5629550,VN,Vietnam,VNCDD36772,4,9506.62.8040,Inflatable balls,2818,NMB,98536.19,0.0,0.0,,0.0,9903.02.46,45326.65,341.33,123.17,45791.15,No,,Daily,06 - FTZ
59561803442,BQNK59324448599,Pacific Coast Apparel,PCA,2024-11-01,2024-11-03,2024-11-11,5301 (Houston),CNSHA (Shanghai),Ocean,MSC,MSKU6924385,HYQE9981123,CN,China,CNHZV97340,1,6109.10.0040,"T-shirts, cotton, men's",1958,DOZ,17979.14,16.5,2966.56,9903.88.03,4494.78,,0.0,62.28,22.47,7546.09,No,,Daily,01 - Consumption
59561803442,BQNK59324448599,Pacific Coast Apparel,PCA,2024-11-01,2024-11-03,2024-11-11,5301 (Houston),CNSHA (Shanghai),Ocean,MSC,MSKU6924385,HYQE9981123,CN,China,CNHZV97340,2,6109.10.0040,"T-shirts, cotton, men's",4617,DOZ,106216.59,16.5,17525.74,9903.88.15,7966.24,,0.0,367.93,132.77,25992.68,No,,Daily,01 - Consumption
59561803442,BQNK59324448599,Pacific Coast Apparel,PCA,2024-11-01,2024-11-03,2024-11-11,5301 (Houston),CNSHA (Shanghai),Ocean,MSC,MSKU6924385,HYQE9981123,CN,China,CNHZV97340,3,6104.63.2006,"Women's trousers, synthetic, knitted",2480,DOZ,18662.76,28.2,5262.9,,0.0,,0.0,64.65,23.33,5350.88,No,,Statement,06 - FTZ
59561803442,BQNK59324448599,Pacific Coast Apparel,PCA,2024-11-01,2024-11-03,2024-11-11,5301 (Houston),CNSHA (Shanghai),Ocean,MSC,MSKU6924385,HYQE9981123,CN,China,CNHZV97340,4,6204.62.4011,"Women's trousers, cotton",1288,DOZ,1142.0,16.6,189.57,9903.88.15,85.65,,0.0,31.67,1.43,308.32,No,,Daily,06 - FTZ
59561803442,BQNK59324448599,Pacific Coast Apparel,PCA,2024-11-01,2024-11-03,2024-11-11,5301 (Houston),CNSHA (Shanghai),Ocean,MSC,MSKU6924385,HYQE9981123,CN,China,CNHZV97340,5,6204.62.4011,"Women's trousers, cotton",4709,DOZ,100199.72,16.6,16633.15,9903.88.15,7514.98,,0.0,347.09,125.25,24620.47,No,,Statement,06 - FTZ
59561803444,BQRS71076001737,Meridian Home Furnishings,MHF,2025-02-19,2025-02-19,2025-02-28,5301 (Houston),CNSHA (Shanghai),Ocean,CMA CGM,MSKU1923311,PFNU5662844,CN,China,CNFCW98744,1,9401.71.0011,Upholstered metal-frame seating,4202,NMB,59466.33,0.0,0.0,9903.88.03,14866.58,9903.01.25,11893.27,205.99,74.33,27040.17,No,,Daily,06 - FTZ
59561803444,BQRS71076001737,Meridian Home Furnishings,MHF,2025-02-19,2025-02-19,2025-02-28,5301 (Houston),CNSHA (Shanghai),Ocean,CMA CGM,MSKU1923311,PFNU5662844,CN,China,CNFCW98744,2,9403.60.8081,"Wooden furniture, other",3513,NMB,55759.68,0.0,0.0,9903.88.15,4181.98,9903.01.25,11151.94,193.15,69.7,15596.77,No,,Daily,06 - FTZ
59561803444,BQRS71076001737,Meridian Home Furnishings,MHF,2025-02-19,2025-02-19,2025-02-28,5301 (Houston),CNSHA (Shanghai),Ocean,CMA CGM,MSKU1923311,PFNU5662844,CN,China,CNFCW98744,3,5702.42.2090,"Floor coverings, woven pile, of man-made fibers",4605,M2,13596.0,4.4,598.22,9903.88.15,1019.7,9903.01.25,2719.2,47.1,17.0,4401.22,No,,Daily,06 - FTZ
59561803444,BQRS71076001737,Meridian Home Furnishings,MHF,2025-02-19,2025-02-19,2025-02-28,5301 (Houston),CNSHA (Shanghai),Ocean,CMA CGM,MSKU1923311,PFNU5662844,CN,China,CNFCW98744,4,9405.42.8200,"Luminaires and lighting, LED",1351,NMB,120948.08,3.9,4716.98,9903.88.15,9071.11,9903.01.25,24189.62,418.96,151.19,38547.86,No,,Daily,01 - Consumption
59561803475,BQLP91432989244,Summit Athletic Gear,SAG,2024-11-05,2024-11-06,2024-11-15,1701 (Charleston),VNSGN (Ho Chi Minh),Ocean,MAERSK LINE,MSKU7869609,QHEM3297254,VN,Vietnam,VNFVH74302,1,4202.92.3031,"Sports bags, outer surface textile",4804,NMB,45935.2,17.6,8084.6,,0.0,,0.0,159.12,57.42,8301.14,No,,Daily,01 - Consumption
59561803516,BQRS96432681750,Meridian Home Furnishings,MHF,2024-11-07,2024-11-09,2024-11-18,5301 (Houston),IDTPP (Tanjung Priok),Ocean,MSC,MSKU9252486,XQAT9272010,ID,Indonesia,IDZBT86161,1,6304.93.0000,"Furnishing articles, of synthetic fibers",2122,KGM,94385.41,9.3,8777.84,,0.0,,0.0,326.95,117.98,9222.77,No,,Statement,01 - Consumption
59561803516,BQRS96432681750,Meridian Home Furnishings,MHF,2024-11-07,2024-11-09,2024-11-18,5301 (Houston),IDTPP (Tanjung Priok),Ocean,MSC,MSKU9252486,XQAT9272010,ID,Indonesia,IDZBT86161,2,7009.92.5000,"Glass mirrors, framed",4722,NMB,3122.99,3.9,121.8,,0.0,,0.0,31.67,3.9,157.37,No,,Statement,01 - Consumption
59561803516,BQRS96432681750,Meridian Home Furnishings,MHF,2024-11-07,2024-11-09,2024-11-18,5301 (Houston),IDTPP (Tanjung Priok),Ocean,MSC,MSKU9252486,XQAT9272010,ID,Indonesia,IDZBT86161,3,9405.42.8200,"Luminaires and lighting, LED",3786,NMB,131808.43,3.9,5140.53,,0.0,,0.0,456.58,164.76,5761.87,No,,Statement,01 - Consumption
59561803516,BQRS96432681750,Meridian Home Furnishings,MHF,2024-11-07,2024-11-09,2024-11-18,5301 (Houston),IDTPP (Tanjung Priok),Ocean,MSC,MSKU9252486,XQAT9272010,ID,Indonesia,IDZBT86161,4,9405.42.8200,"Luminaires and lighting, LED",2968,NMB,63217.34,3.9,2465.48,,0.0,,0.0,218.98,79.02,2763.48,No,,Daily,01 - Consumption
59561803529,BQNK26169217766,Pacific Coast Apparel,PCA,2025-03-13,2025-03-13,2025-03-24,2809 (Long Beach),CNSHA (Shanghai),Ocean,HAPAG-LLOYD,MSKU6412444,WVRH7082121,CN,China,CNCPV11690,1,6204.62.4011,"Women's trousers, cotton",3065,DOZ,116931.77,16.6,19410.67,9903.88.03,29232.94,9903.01.25,23386.35,405.05,146.16,72581.17,No,,Statement,01 - Consumption
59561803529,BQNK26169217766,Pacific Coast Apparel,PCA,2025-03-13,2025-03-13,2025-03-24,2809 (Long Beach),CNSHA (Shanghai),Ocean,HAPAG-LLOYD,MSKU6412444,WVRH7082121,CN,China,CNCPV11690,2,6109.10.0040,"T-shirts, cotton, men's",4586,DOZ,92207.54,16.5,15214.24,9903.88.03,23051.88,9903.01.25,18441.51,319.41,115.26,57142.3,No,,Statement,01 - Consumption
59561803574,BQLP95846009870,Meridian Home Furnishings,MHF,2025-01-29,2025-01-31,2025-02-09,2809 (Long Beach),BDCGP (Chittagong),Ocean,MSC,MSKU6111753,AVFW3388393,BD,Bangladesh,BDRHF20302,1,5702.42.2090,"Floor coverings, woven pile, of man-made fibers",925,M2,12121.43,4.4,533.34,,0.0,,0.0,41.99,15.15,590.48,No,,Daily,01 - Consumption
59561803574,BQLP95846009870,Meridian Home Furnishings,MHF,2025-01-29,2025-01-31,2025-02-09,2809 (Long Beach),BDCGP (Chittagong),Ocean,MSC,MSKU6111753,AVFW3388393,BD,Bangladesh,BDRHF20302,2,9403.60.8081,"Wooden furniture, other",893,NMB,5402.51,0.0,0.0,,0.0,,0.0,31.67,6.75,38.42,No,,Statement,06 - FTZ
59561803574,BQLP95846009870,Meridian Home Furnishings,MHF,2025-01-29,2025-01-31,2025-02-09,2809 (Long Beach),BDCGP (Chittagong),Ocean,MSC,MSKU6111753,AVFW3388393,BD,Bangladesh,BDRHF20302,3,9401.71.0011,Upholstered metal-frame seating,2082,NMB,6970.58,0.0,0.0,,0.0,,0.0,31.67,8.71,40.38,No,,Statement,01 - Consumption
59561803617,BQLP18715601544,Meridian Home Furnishings,MHF,2024-11-21,2024-11-22,2024-11-30,1001 (New York/Newark),BDCGP (Chittagong),Ocean,HAPAG-LLOYD,MSKU6835728,JWUP9470971,BD,Bangladesh,BDOCP11832,1,9404.90.2000,Pillows and cushions,1579,NMB,144657.44,6.0,8679.45,,0.0,,0.0,501.09,180.82,9361.36,No,,Statement,01 - Consumption
59561803617,BQLP18715601544,Meridian Home Furnishings,MHF,2024-11-21,2024-11-22,2024-11-30,1001 (New York/Newark),BDCGP (Chittagong),Ocean,HAPAG-LLOYD,MSKU6835728,JWUP9470971,BD,Bangladesh,BDOCP11832,2,9403.60.8081,"Wooden furniture, other",4140,NMB,127768.87,0.0,0.0,,0.0,,0.0,442.59,159.71,602.3,No,,Statement,06 - FTZ
59561803617,BQLP18715601544,Meridian Home Furnishings,MHF,2024-11-21,2024-11-22,2024-11-30,1001 (New York/Newark),BDCGP (Chittagong),Ocean,HAPAG-LLOYD,MSKU6835728,JWUP9470971,BD,Bangladesh,BDOCP11832,3,9404.90.2000,Pillows and cushions,889,NMB,27536.86,6.0,1652.21,,0.0,,0.0,95.39,34.42,1782.02,No,,Daily,06 - FTZ
59561803617,BQLP18715601544,Meridian Home Furnishings,MHF,2024-11-21,2024-11-22,2024-11-30,1001 (New York/Newark),BDCGP (Chittagong),Ocean,HAPAG-LLOYD,MSKU6835728,JWUP9470971,BD,Bangladesh,BDOCP11832,4,9403.60.8081,"Wooden furniture, other",4222,NMB,34519.35,0.0,0.0,,0.0,,0.0,119.58,43.15,162.73,No,,Daily,01 - Consumption
59561803663,BQLP18764347045,Pacific Coast Apparel,PCA,2024-11-01,2024-11-04,2024-11-13,5301 (Houston),CNSHA (Shanghai),Ocean,MAERSK LINE,MSKU7455555,HPIZ8448343,CN,China,CNFKZ66093,1,6110.20.2079,"Cotton pullovers, knitted",3906,DOZ,140892.76,16.5,23247.31,9903.88.03,35223.19,,0.0,488.05,176.12,59134.67,No,,Daily,01 - Consumption
59561803663,BQLP18764347045,Pacific Coast Apparel,PCA,2024-11-01,2024-11-04,2024-11-13,5301 (Houston),CNSHA (Shanghai),Ocean,MAERSK LINE,MSKU7455555,HPIZ8448343,CN,China,CNFKZ66093,2,6205.20.2065,"Men's shirts, cotton",3598,DOZ,78638.03,19.7,15491.69,9903.88.03,19659.51,,0.0,272.4,98.3,35521.9,No,,Daily,01 - Consumption
59561803676,BQLP92464503787,Summit Athletic Gear,SAG,2024-11-13,2024-11-13,2024-11-22,1701 (Charleston),BDCGP (Chittagong),Ocean,MSC,MSKU8125354,SHSP5579723,BD,Bangladesh,BDTUY56674,1,9506.62.8040,Inflatable balls,3323,NMB,148134.72,0.0,0.0,,0.0,,0.0,513.14,185.17,698.31,No,,Statement,06 - FTZ
59561803676,BQLP92464503787,Summit Athletic Gear,SAG,2024-11-13,2024-11-13,2024-11-22,1701 (Charleston),BDCGP (Chittagong),Ocean,MSC,MSKU8125354,SHSP5579723,BD,Bangladesh,BDTUY56674,2,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",1010,PRS,37978.13,20.0,7595.63,,0.0,,0.0,131.56,47.47,7774.66,No,,Statement,01 - Consumption
59561803676,BQLP92464503787,Summit Athletic Gear,SAG,2024-11-13,2024-11-13,2024-11-22,1701 (Charleston),BDCGP (Chittagong),Ocean,MSC,MSKU8125354,SHSP5579723,BD,Bangladesh,BDTUY56674,3,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",442,PRS,124631.71,20.0,24926.34,,0.0,,0.0,431.72,155.79,25513.85,No,,Statement,01 - Consumption
59561803676,BQLP92464503787,Summit Athletic Gear,SAG,2024-11-13,2024-11-13,2024-11-22,1701 (Charleston),BDCGP (Chittagong),Ocean,MSC,MSKU8125354,SHSP5579723,BD,Bangladesh,BDTUY56674,4,6211.33.0056,"Men's track suits, man-made fibers",4962,DOZ,102041.05,16.0,16326.57,,0.0,,0.0,353.47,127.55,16807.59,No,,Statement,01 - Consumption
59561803695,BQRS80825085985,Summit Athletic Gear,SAG,2025-02-01,2025-02-04,2025-02-12,5301 (Houston),IDTPP (Tanjung Priok),Ocean,EVERGREEN,MSKU1296459,YALX7436241,ID,Indonesia,IDLWL14716,1,9506.62.8040,Inflatable balls,2492,NMB,132762.68,0.0,0.0,,0.0,9903.02.32,42484.06,459.89,165.95,43109.9,No,,Daily,01 - Consumption
59561803739,BQRS85849459972,Pacific Coast Apparel,PCA,2025-02-02,2025-02-02,2025-02-13,2809 (Long Beach),INMAA (Chennai),Ocean,COSCO,MSKU3622462,NKMZ6918393,IN,India,INTHB87393,1,6204.62.4011,"Women's trousers, cotton",2867,DOZ,121528.24,16.6,20173.69,,0.0,9903.02.26,31597.34,420.97,151.91,52343.91,No,,Daily,06 - FTZ
59561803743,BQNK41128264805,Meridian Home Furnishings,MHF,2024-12-28,2024-12-31,2025-01-09,5301 (Houston),VNSGN (Ho Chi Minh),Ocean,ONE,MSKU2098911,WCEN1627092,VN,Vietnam,VNLWO65203,1,9404.90.2000,Pillows and cushions,3857,NMB,88404.39,6.0,5304.26,,0.0,,0.0,306.23,110.51,5721.0,No,,Daily,06 - FTZ
59561803743,BQNK41128264805,Meridian Home Furnishings,MHF,2024-12-28,2024-12-31,2025-01-09,5301 (Houston),VNSGN (Ho Chi Minh),Ocean,ONE,MSKU2098911,WCEN1627092,VN,Vietnam,VNLWO65203,2,9405.42.8200,"Luminaires and lighting, LED",4700,NMB,15109.99,3.9,589.29,,0.0,,0.0,52.34,18.89,660.52,No,,Statement,01 - Consumption
59561803743,BQNK41128264805,Meridian Home Furnishings,MHF,2024-12-28,2024-12-31,2025-01-09,5301 (Houston),VNSGN (Ho Chi Minh),Ocean,ONE,MSKU2098911,WCEN1627092,VN,Vietnam,VNLWO65203,3,6304.93.0000,"Furnishing articles, of synthetic fibers",4128,KGM,121812.85,9.3,11328.6,,0.0,,0.0,421.96,152.27,11902.83,No,,Statement,01 - Consumption
59561803748,BQNK45593921112,Pacific Coast Apparel,PCA,2024-11-18,2024-11-21,2024-12-03,2704 (Los Angeles),TWKHH (Kaohsiung),Ocean,HAPAG-LLOYD,MSKU7744899,UQYS2589366,TW,Taiwan,TWPHO79607,1,6109.10.0040,"T-shirts, cotton, men's",2855,DOZ,119449.94,16.5,19709.24,,0.0,,0.0,413.77,149.31,20272.32,No,,Daily,01 - Consumption
59561803748,BQNK45593921112,Pacific Coast Apparel,PCA,2024-11-18,2024-11-21,2024-12-03,2704 (Los Angeles),TWKHH (Kaohsiung),Ocean,HAPAG-LLOYD,MSKU7744899,UQYS2589366,TW,Taiwan,TWPHO79607,2,6205.20.2065,"Men's shirts, cotton",4433,DOZ,47346.27,19.7,9327.22,,0.0,,0.0,164.01,59.18,9550.41,No,,Daily,06 - FTZ
59561803748,BQNK45593921112,Pacific Coast Apparel,PCA,2024-11-18,2024-11-21,2024-12-03,2704 (Los Angeles),TWKHH (Kaohsiung),Ocean,HAPAG-LLOYD,MSKU7744899,UQYS2589366,TW,Taiwan,TWPHO79607,3,4202.22.8050,"Handbags, outer surface textile",4495,NMB,27499.83,17.6,4839.97,,0.0,,0.0,95.26,34.37,4969.6,Yes,Value Inquiry,Statement,06 - FTZ
59561803748,BQNK45593921112,Pacific Coast Apparel,PCA,2024-11-18,2024-11-21,2024-12-03,2704 (Los Angeles),TWKHH (Kaohsiung),Ocean,HAPAG-LLOYD,MSKU7744899,UQYS2589366,TW,Taiwan,TWPHO79607,4,6109.10.0040,"T-shirts, cotton, men's",3838,DOZ,40556.43,16.5,6691.81,,0.0,,0.0,140.49,50.7,6883.0,No,,Daily,01 - Consumption
59561803758,BQLP69460051218,Summit Athletic Gear,SAG,2025-01-26,2025-01-27,2025-02-04,1701 (Charleston),CNSHA (Shanghai),Ocean,EVERGREEN,MSKU2080914,QVGH3694157,CN,China,CNGPK24884,1,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",2021,PRS,119658.19,20.0,23931.64,9903.88.15,8974.36,,0.0,414.5,149.57,33470.07,No,,Daily,06 - FTZ
59561803758,BQLP69460051218,Summit Athletic Gear,SAG,2025-01-26,2025-01-27,2025-02-04,1701 (Charleston),CNSHA (Shanghai),Ocean,EVERGREEN,MSKU2080914,QVGH3694157,CN,China,CNGPK24884,2,6505.00.8015,Knitted caps/hats,313,DOZ,30697.58,20.7,6354.4,9903.88.03,7674.4,,0.0,106.34,38.37,14173.51,No,,Daily,01 - Consumption
59561803764,BQLP51238556890,Summit Athletic Gear,SAG,2025-02-02,2025-02-02,2025-02-09,2704 (Los Angeles),BDCGP (Chittagong),Ocean,CMA CGM,MSKU2515088,KVVG9392777,BD,Bangladesh,BDYNV78846,1,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",1960,PRS,90173.29,20.0,18034.66,,0.0,9903.02.37,33364.12,312.36,112.72,51823.86,No,,Daily,01 - Consumption
59561803764,BQLP51238556890,Summit Athletic Gear,SAG,2025-02-02,2025-02-02,2025-02-09,2704 (Los Angeles),BDCGP (Chittagong),Ocean,CMA CGM,MSKU2515088,KVVG9392777,BD,Bangladesh,BDYNV78846,2,9506.62.8040,Inflatable balls,3204,NMB,120973.32,0.0,0.0,,0.0,9903.02.37,44760.13,419.05,151.22,45330.4,No,,Daily,01 - Consumption
59561803764,BQLP51238556890,Summit Athletic Gear,SAG,2025-02-02,2025-02-02,2025-02-09,2704 (Los Angeles),BDCGP (Chittagong),Ocean,CMA CGM,MSKU2515088,KVVG9392777,BD,Bangladesh,BDYNV78846,3,6116.93.8800,"Synthetic fiber gloves, knitted",885,DOZ/PRS,26685.56,18.6,4963.51,,0.0,9903.02.37,9873.66,92.44,33.36,14962.97,No,,Daily,06 - FTZ
59561803788,BQMJ84373758005,Pacific Coast Apparel,PCA,2024-10-12,2024-10-15,2024-10-26,1701 (Charleston),BDCGP (Chittagong),Ocean,ONE,MSKU5133011,ZWYJ7169641,BD,Bangladesh,BDVAZ89405,1,4202.22.8050,"Handbags, outer surface textile",457,NMB,103757.03,17.6,18261.24,,0.0,,0.0,359.41,129.7,18750.35,No,,Statement,01 - Consumption
59561803796,BQNK73813108571,Summit Athletic Gear,SAG,2025-03-11,2025-03-13,2025-03-25,1701 (Charleston),CNSHA (Shanghai),Ocean,COSCO,MSKU5287143,HYTH3688166,CN,China,CNXQW94466,1,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",2254,PRS,130033.47,20.0,26006.69,9903.88.15,9752.51,9903.01.25,26006.69,450.44,162.54,62378.87,No,,Daily,01 - Consumption
59561803796,BQNK73813108571,Summit Athletic Gear,SAG,2025-03-11,2025-03-13,2025-03-25,1701 (Charleston),CNSHA (Shanghai),Ocean,COSCO,MSKU5287143,HYTH3688166,CN,China,CNXQW94466,2,6505.00.8015,Knitted caps/hats,3470,DOZ,131575.8,20.7,27236.19,9903.88.03,32893.95,9903.01.25,26315.16,455.78,164.47,87065.55,No,,Statement,01 - Consumption
59561803796,BQNK73813108571,Summit Athletic Gear,SAG,2025-03-11,2025-03-13,2025-03-25,1701 (Charleston),CNSHA (Shanghai),Ocean,COSCO,MSKU5287143,HYTH3688166,CN,China,CNXQW94466,3,6211.33.0056,"Men's track suits, man-made fibers",4942,DOZ,109520.12,16.0,17523.22,9903.88.15,8214.01,9903.01.25,21904.02,379.38,136.9,48157.53,No,,Statement,01 - Consumption
59561803805,BQMJ37490633316,Summit Athletic Gear,SAG,2025-03-08,2025-03-11,2025-03-23,5301 (Houston),INMAA (Chennai),Ocean,HAPAG-LLOYD,MSKU2379624,CGST3182597,IN,India,INWRU51864,1,6505.00.8015,Knitted caps/hats,1103,DOZ,39471.64,20.7,8170.63,,0.0,9903.02.26,10262.63,136.73,49.34,18619.33,No,,Daily,01 - Consumption
59561803805,BQMJ37490633316,Summit Athletic Gear,SAG,2025-03-08,2025-03-11,2025-03-23,5301 (Houston),INMAA (Chennai),Ocean,HAPAG-LLOYD,MSKU2379624,CGST3182597,IN,India,INWRU51864,2,6116.93.8800,"Synthetic fiber gloves, knitted",701,DOZ/PRS,62467.22,18.6,11618.9,,0.0,9903.02.26,16241.48,216.39,78.08,28154.85,No,,Daily,01 - Consumption
59561803805,BQMJ37490633316,Summit Athletic Gear,SAG,2025-03-08,2025-03-11,2025-03-23,5301 (Houston),INMAA (Chennai),Ocean,HAPAG-LLOYD,MSKU2379624,CGST3182597,IN,India,INWRU51864,3,6402.91.5050,"Athletic footwear, rubber/plastic outer sole",198,PRS,138505.3,20.0,27701.06,,0.0,9903.02.26,36011.38,479.78,173.13,64365.35,No,,Statement,01 - Consumption
59561803805,BQMJ37490633316,Summit Athletic Gear,SAG,2025-03-08,2025-03-11,2025-03-23,5301 (Houston),INMAA (Chennai),Ocean,HAPAG-LLOYD,MSKU2379624,CGST3182597,IN,India,INWRU51864,4,6211.33.0056,"Men's track suits, man-made fibers",1634,DOZ,39636.58,16.0,6341.85,,0.0,9903.02.26,10305.51,137.3,49.55,16834.21,No,,Statement,06 - FTZ
59561803829,BQNK91377791207,Summit Athletic Gear,SAG,2024-12-05,2024-12-06,2024-12-13,2704 (Los Angeles),VNSGN (Ho Chi Minh),Ocean,ONE,MSKU9822092,LXLR2988307,VN,Vietnam,VNFFY44891,1,6211.33.0056,"Men's track suits, man-made fibers",3139,DOZ,19964.8,16.0,3194.37,,0.0,,0.0,69.16,24.96,3288.49,No,,Statement,01 - Consumption
59561803829,BQNK91377791207,Summit Athletic Gear,SAG,2024-12-05,2024-12-06,2024-12-13,2704 (Los Angeles),VNSGN (Ho Chi Minh),Ocean,ONE,MSKU9822092,LXLR2988307,VN,Vietnam,VNFFY44891,2,6505.00.8015,Knitted caps/hats,1561,DOZ,63040.48,20.7,13049.38,,0.0,,0.0,218.37,78.8,13346.55,No,,Statement,01 - Consumption
59561803829,BQNK91377791207,Summit Athletic Gear,SAG,2024-12-05,2024-12-06,2024-12-13,2704 (Los Angeles),VNSGN (Ho Chi Minh),Ocean,ONE,MSKU9822092,LXLR2988307,VN,Vietnam,VNFFY44891,3,4202.92.3031,"Sports bags, outer surface textile",2154,NMB,35705.1,17.6,6284.1,,0.0,,0.0,123.68,44.63,6452.41,No,,Statement,01 - Consumption
59561803860,BQNK56692494192,Summit Athletic Gear,SAG,2025-01-26,2025-01-26,2025-02-02,1701 (Charleston),INMAA (Chennai),Ocean,ONE,MSKU7433986,STGC1985700,IN,India,INBYM56439,1,6505.00.8015,Knitted caps/hats,4910,DOZ,106580.11,20.7,22062.08,,0.0,,0.0,369.19,133.23,22564.5,No,,Statement,01 - Consumption
59561803860,BQNK56692494192,Summit Athletic Gear,SAG,2025-01-26,2025-01-26,2025-02-02,1701 (Charleston),INMAA (Chennai),Ocean,ONE,MSKU7433986,STGC1985700,IN,India,INBYM56439,2,9506.62.8040,Inflatable balls,3130,NMB,45724.85,0.0,0.0,,0.0,,0.0,158.39,57.16,215.55,No,,Daily,01 - Consumption
59561803860,BQNK56692494192,Summit Athletic Gear,SAG,2025-01-26,2025-01-26,2025-02-02,1701 (Charleston),INMAA (Chennai),Ocean,ONE,MSKU7433986,STGC1985700,IN,India,INBYM56439,3,9506.62.8040,Inflatable balls,346,NMB,87282.79,0.0,0.0,,0.0,,0.0,302.35,109.1,411.45,No,,Daily,01 - Consumption
